100000,200000,0.75,0.4,15303433.526774995,55463,278.615
100000,200000,0.75,0.40512820512820513,15394911.369974995,55628,280.745
100000,200000,0.75,0.4102564102564103,15519588.52749999,55849,284.55
100000,200000,0.75,0.4153846153846154,15620305.79960001,56006,290.48
100000,200000,0.75,0.4205128205128205,15774048.744375007,56227,300.025
100000,200000,0.75,0.4256410256410257,16001816.209599989,56438,317.98
100000,200000,0.75,0.4307692307692308,16374489.347500004,56621,349.95
100000,200000,0.75,0.4358974358974359,16977102.192975,56791,400.205
100000,200000,0.75,0.441025641025641,18587190.666399993,56998,531.44
100000,200000,0.75,0.4461538461538462,22411922.248774994,57174,845.535
100000,200000,0.75,0.4512820512820513,36601116.46277501,57374,2527.585
100000,200000,0.75,0.45641025641025645,7228558.774375,57569,25648.175
100000,200000,0.75,0.46153846153846156,2559898.1867750003,57796,37194.615
100000,200000,0.75,0.4666666666666667,1340246.2949750004,57996,43177.245
100000,200000,0.75,0.4717948717948718,771901.8877750002,58208,47470.835
100000,200000,0.75,0.47692307692307695,464844.375775,58419,50826.315
100000,200000,0.75,0.48205128205128206,279188.5944,58570,53697.16
100000,200000,0.75,0.48717948717948717,204238.175975,58789,56108.905
100000,200000,0.75,0.49230769230769234,116627.42710000002,58962,58296.73
100000,200000,0.75,0.49743589743589745,109924.30440000001,59183,60188.84
100000,200000,0.75,0.5025641025641026,157835.8984,59399,61937.04
100000,200000,0.75,0.5076923076923077,176572.2416,59595,63484.72
100000,200000,0.75,0.5128205128205128,211293.31877499996,59831,64958.785
100000,200000,0.75,0.517948717948718,285989.6336,60034,66284.58
100000,200000,0.75,0.5230769230769231,348366.460775,60218,67519.185
100000,200000,0.75,0.5282051282051282,429587.14440000005,60386,68709.66
100000,200000,0.75,0.5333333333333333,495004.98977499997,60582,69758.235
100000,200000,0.75,0.5384615384615384,575790.4287749999,60778,70818.785
100000,200000,0.75,0.5435897435897437,652694.194375,60961,71796.175
100000,200000,0.75,0.5487179487179488,727938.7675000002,61176,72682.15
100000,200000,0.75,0.5538461538461539,804900.8690999997,61382,73561.97
100000,200000,0.75,0.558974358974359,890173.2603999999,61561,74425.64
100000,200000,0.75,0.5641025641025641,951763.1944000003,61789,75190.16
100000,200000,0.75,0.5692307692307692,1042751.8936,61968,75930.58
100000,200000,0.75,0.5743589743589743,1112087.5130999999,62139,76692.13
100000,200000,0.75,0.5794871794871794,1173882.8724,62368,77352.24
100000,200000,0.75,0.5846153846153845,1251103.9804000002,62544,78001.36
100000,200000,0.75,0.5897435897435898,1321085.7217750002,62715,78659.115
100000,200000,0.75,0.5948717948717949,1400047.419375,62876,79268.275
100000,200000,0.75,0.6,1454030.6391,63077,79861.47
