100000,10000000,0.75,0.4542,0,0.89354
100000,10000000,0.75,0.4542,10000,0.21364
100000,10000000,0.75,0.4542,20000,0.20065
100000,10000000,0.75,0.4542,30000,0.17619
100000,10000000,0.75,0.4542,40000,0.16092
100000,10000000,0.75,0.4542,50000,0.1586
100000,10000000,0.75,0.4542,60000,0.15782
100000,10000000,0.75,0.4542,70000,0.15836
100000,10000000,0.75,0.4542,80000,0.15695
100000,10000000,0.75,0.4542,90000,0.14239
100000,10000000,0.75,0.4542,100000,0.14604
100000,10000000,0.75,0.4542,110000,0.14064
100000,10000000,0.75,0.4542,120000,0.13693
100000,10000000,0.75,0.4542,130000,0.12784
100000,10000000,0.75,0.4542,140000,0.12772
100000,10000000,0.75,0.4542,150000,0.13245
100000,10000000,0.75,0.4542,160000,0.12128
100000,10000000,0.75,0.4542,170000,0.11165
100000,10000000,0.75,0.4542,180000,0.10474
100000,10000000,0.75,0.4542,190000,0.11705
100000,10000000,0.75,0.4542,200000,0.10328
100000,10000000,0.75,0.4542,210000,0.08862
100000,10000000,0.75,0.4542,220000,0.09385
100000,10000000,0.75,0.4542,230000,0.09324
100000,10000000,0.75,0.4542,240000,0.09343
100000,10000000,0.75,0.4542,250000,0.08899
100000,10000000,0.75,0.4542,260000,0.09699
100000,10000000,0.75,0.4542,270000,0.09249
100000,10000000,0.75,0.4542,280000,0.08223
100000,10000000,0.75,0.4542,290000,0.09733
100000,10000000,0.75,0.4542,300000,0.09003
100000,10000000,0.75,0.4542,310000,0.08361
100000,10000000,0.75,0.4542,320000,0.08052
100000,10000000,0.75,0.4542,330000,0.08079
100000,10000000,0.75,0.4542,340000,0.07294
100000,10000000,0.75,0.4542,350000,0.06651
100000,10000000,0.75,0.4542,360000,0.06889
100000,10000000,0.75,0.4542,370000,0.0661
100000,10000000,0.75,0.4542,380000,0.05075
100000,10000000,0.75,0.4542,390000,0.04863
100000,10000000,0.75,0.4542,400000,0.05241
100000,10000000,0.75,0.4542,410000,0.04942
100000,10000000,0.75,0.4542,420000,0.05545
100000,10000000,0.75,0.4542,430000,0.0556
100000,10000000,0.75,0.4542,440000,0.05409
100000,10000000,0.75,0.4542,450000,0.05526
100000,10000000,0.75,0.4542,460000,0.06052
100000,10000000,0.75,0.4542,470000,0.05587
100000,10000000,0.75,0.4542,480000,0.04014
100000,10000000,0.75,0.4542,490000,0.04858
100000,10000000,0.75,0.4542,500000,0.03431
100000,10000000,0.75,0.4542,510000,0.0368
100000,10000000,0.75,0.4542,520000,0.04014
100000,10000000,0.75,0.4542,530000,0.04188
100000,10000000,0.75,0.4542,540000,0.03264
100000,10000000,0.75,0.4542,550000,0.03982
100000,10000000,0.75,0.4542,560000,0.0315
100000,10000000,0.75,0.4542,570000,0.03571
100000,10000000,0.75,0.4542,580000,0.03307
100000,10000000,0.75,0.4542,590000,0.03587
100000,10000000,0.75,0.4542,600000,0.04082
100000,10000000,0.75,0.4542,610000,0.03825
100000,10000000,0.75,0.4542,620000,0.04582
100000,10000000,0.75,0.4542,630000,0.04105
100000,10000000,0.75,0.4542,640000,0.03596
100000,10000000,0.75,0.4542,650000,0.0354
100000,10000000,0.75,0.4542,660000,0.03833
100000,10000000,0.75,0.4542,670000,0.03186
100000,10000000,0.75,0.4542,680000,0.04115
100000,10000000,0.75,0.4542,690000,0.04067
100000,10000000,0.75,0.4542,700000,0.03424
100000,10000000,0.75,0.4542,710000,0.03613
100000,10000000,0.75,0.4542,720000,0.04203
100000,10000000,0.75,0.4542,730000,0.03967
100000,10000000,0.75,0.4542,740000,0.02837
100000,10000000,0.75,0.4542,750000,0.02162
100000,10000000,0.75,0.4542,760000,0.02335
100000,10000000,0.75,0.4542,770000,0.02446
100000,10000000,0.75,0.4542,780000,0.02023
100000,10000000,0.75,0.4542,790000,0.02713
100000,10000000,0.75,0.4542,800000,0.02429
100000,10000000,0.75,0.4542,810000,0.01937
100000,10000000,0.75,0.4542,820000,0.02293
100000,10000000,0.75,0.4542,830000,0.02273
100000,10000000,0.75,0.4542,840000,0.03161
100000,10000000,0.75,0.4542,850000,0.03245
100000,10000000,0.75,0.4542,860000,0.02544
100000,10000000,0.75,0.4542,870000,0.0285
100000,10000000,0.75,0.4542,880000,0.02929
100000,10000000,0.75,0.4542,890000,0.03034
100000,10000000,0.75,0.4542,900000,0.02888
100000,10000000,0.75,0.4542,910000,0.02718
100000,10000000,0.75,0.4542,920000,0.031
100000,10000000,0.75,0.4542,930000,0.02619
100000,10000000,0.75,0.4542,940000,0.02709
100000,10000000,0.75,0.4542,950000,0.02474
100000,10000000,0.75,0.4542,960000,0.0243
100000,10000000,0.75,0.4542,970000,0.02781
100000,10000000,0.75,0.4542,980000,0.02971
100000,10000000,0.75,0.4542,990000,0.03204
100000,10000000,0.75,0.4542,1000000,0.03304
100000,10000000,0.75,0.4542,1010000,0.03224
100000,10000000,0.75,0.4542,1020000,0.03928
100000,10000000,0.75,0.4542,1030000,0.03412
100000,10000000,0.75,0.4542,1040000,0.03449
100000,10000000,0.75,0.4542,1050000,0.03625
100000,10000000,0.75,0.4542,1060000,0.03287
100000,10000000,0.75,0.4542,1070000,0.02831
100000,10000000,0.75,0.4542,1080000,0.03073
100000,10000000,0.75,0.4542,1090000,0.03116
100000,10000000,0.75,0.4542,1100000,0.02567
100000,10000000,0.75,0.4542,1110000,0.02595
100000,10000000,0.75,0.4542,1120000,0.01791
100000,10000000,0.75,0.4542,1130000,0.0211
100000,10000000,0.75,0.4542,1140000,0.01756
100000,10000000,0.75,0.4542,1150000,0.01975
100000,10000000,0.75,0.4542,1160000,0.02101
100000,10000000,0.75,0.4542,1170000,0.02004
100000,10000000,0.75,0.4542,1180000,0.02282
100000,10000000,0.75,0.4542,1190000,0.02215
100000,10000000,0.75,0.4542,1200000,0.02511
100000,10000000,0.75,0.4542,1210000,0.02485
100000,10000000,0.75,0.4542,1220000,0.02496
100000,10000000,0.75,0.4542,1230000,0.0257
100000,10000000,0.75,0.4542,1240000,0.02098
100000,10000000,0.75,0.4542,1250000,0.0182
100000,10000000,0.75,0.4542,1260000,0.02453
100000,10000000,0.75,0.4542,1270000,0.0226
100000,10000000,0.75,0.4542,1280000,0.02022
100000,10000000,0.75,0.4542,1290000,0.01474
100000,10000000,0.75,0.4542,1300000,0.01565
100000,10000000,0.75,0.4542,1310000,0.01655
100000,10000000,0.75,0.4542,1320000,0.02199
100000,10000000,0.75,0.4542,1330000,0.02447
100000,10000000,0.75,0.4542,1340000,0.02318
100000,10000000,0.75,0.4542,1350000,0.0213
100000,10000000,0.75,0.4542,1360000,0.02835
100000,10000000,0.75,0.4542,1370000,0.01979
100000,10000000,0.75,0.4542,1380000,0.01289
