2500,5000000,0.37399999999999994,0,0.9644
2500,5000000,0.37399999999999994,1000,0.4624
2500,5000000,0.37399999999999994,2000,0.406
2500,5000000,0.37399999999999994,3000,0.3608
2500,5000000,0.37399999999999994,4000,0.3064
2500,5000000,0.37399999999999994,5000,0.3172
2500,5000000,0.37399999999999994,6000,0.2804
2500,5000000,0.37399999999999994,7000,0.356
2500,5000000,0.37399999999999994,8000,0.2904
2500,5000000,0.37399999999999994,9000,0.284
2500,5000000,0.37399999999999994,10000,0.3344
2500,5000000,0.37399999999999994,11000,0.2376
2500,5000000,0.37399999999999994,12000,0.3032
2500,5000000,0.37399999999999994,13000,0.2656
2500,5000000,0.37399999999999994,14000,0.2192
2500,5000000,0.37399999999999994,15000,0.294
2500,5000000,0.37399999999999994,16000,0.2332
2500,5000000,0.37399999999999994,17000,0.2184
2500,5000000,0.37399999999999994,18000,0.2228
2500,5000000,0.37399999999999994,19000,0.2568
2500,5000000,0.37399999999999994,20000,0.2144
2500,5000000,0.37399999999999994,21000,0.2416
2500,5000000,0.37399999999999994,22000,0.2904
2500,5000000,0.37399999999999994,23000,0.2784
2500,5000000,0.37399999999999994,24000,0.2996
2500,5000000,0.37399999999999994,25000,0.2188
2500,5000000,0.37399999999999994,26000,0.2952
2500,5000000,0.37399999999999994,27000,0.254
2500,5000000,0.37399999999999994,28000,0.2684
2500,5000000,0.37399999999999994,29000,0.2476
2500,5000000,0.37399999999999994,30000,0.3124
2500,5000000,0.37399999999999994,31000,0.2936
2500,5000000,0.37399999999999994,32000,0.3144
2500,5000000,0.37399999999999994,33000,0.3188
2500,5000000,0.37399999999999994,34000,0.2636
2500,5000000,0.37399999999999994,35000,0.2936
2500,5000000,0.37399999999999994,36000,0.3288
2500,5000000,0.37399999999999994,37000,0.3152
2500,5000000,0.37399999999999994,38000,0.3096
2500,5000000,0.37399999999999994,39000,0.2476
2500,5000000,0.37399999999999994,40000,0.3124
2500,5000000,0.37399999999999994,41000,0.274
2500,5000000,0.37399999999999994,42000,0.3436
2500,5000000,0.37399999999999994,43000,0.3456
2500,5000000,0.37399999999999994,44000,0.3192
2500,5000000,0.37399999999999994,45000,0.3672
2500,5000000,0.37399999999999994,46000,0.3452
2500,5000000,0.37399999999999994,47000,0.406
2500,5000000,0.37399999999999994,48000,0.3532
2500,5000000,0.37399999999999994,49000,0.3252
2500,5000000,0.37399999999999994,50000,0.3224
2500,5000000,0.37399999999999994,51000,0.2596
2500,5000000,0.37399999999999994,52000,0.2764
2500,5000000,0.37399999999999994,53000,0.3616
2500,5000000,0.37399999999999994,54000,0.3648
2500,5000000,0.37399999999999994,55000,0.3496
2500,5000000,0.37399999999999994,56000,0.3504
2500,5000000,0.37399999999999994,57000,0.3924
2500,5000000,0.37399999999999994,58000,0.3692
2500,5000000,0.37399999999999994,59000,0.3072
2500,5000000,0.37399999999999994,60000,0.3244
2500,5000000,0.37399999999999994,61000,0.2856
2500,5000000,0.37399999999999994,62000,0.3596
2500,5000000,0.37399999999999994,63000,0.3784
2500,5000000,0.37399999999999994,64000,0.3504
2500,5000000,0.37399999999999994,65000,0.3484
