1,-105771
2,-53241
3,-31071
4,-19672
5,-12155
6,-6980
7,-4181
8,-1908
9,-1606
10,-875
11,-553
12,-446
13,-345
14,-154
15,-62
16,-45
17,-30
18,-73
19,-6
20,-1
21,-7
