1,-101680
2,-56822
3,-37644
4,-24613
5,-18102
6,-11593
7,-8113
8,-6104
9,-4407
10,-3305
11,-2022
12,-1391
13,-830
14,-564
15,-555
16,-234
17,-346
18,-128
19,-106
20,-150
21,-33
22,-3
23,-32
24,-3
25,-22
26,-8
27,-8
